CustomerID,CustomerName,Segment,Region,Profile
CUST-10203,Elizabeth Martin,Corporate,West,Churn-Cohort
CUST-10204,Patricia Garcia,Home Office,East,Occasional
CUST-10205,Karen Anderson,Home Office,East,VIP
CUST-10206,Barbara Williams,Corporate,East,Regular
CUST-10207,William Jackson,Corporate,Central,Occasional
CUST-10208,Susan Jones,Home Office,West,VIP
CUST-10209,Patricia Martinez,Home Office,East,Regular
CUST-10210,William Hernandez,Corporate,South,Regular
CUST-10211,Richard Martin,Home Office,Central,Occasional
CUST-10212,Christopher Jones,Home Office,Central,Occasional
CUST-10213,Richard Wilson,Consumer,East,Regular
CUST-10214,Richard Davis,Consumer,South,Occasional
CUST-10215,David Lopez,Consumer,Central,Regular
CUST-10216,Sarah Anderson,Corporate,Central,Regular
CUST-10217,Barbara Thomas,Home Office,East,Occasional
CUST-10218,Jennifer Martin,Consumer,Central,Occasional
CUST-10219,Michael Moore,Consumer,Central,Churn-Cohort
CUST-10220,Robert Williams,Consumer,East,Occasional
CUST-10221,Christopher Jackson,Corporate,West,Regular
CUST-10222,Mary Moore,Corporate,South,VIP
CUST-10223,Michael Lopez,Corporate,West,Regular
CUST-10224,Christopher Martinez,Consumer,South,Regular
CUST-10225,Charles Taylor,Consumer,South,Regular
CUST-10226,Susan Taylor,Consumer,West,Churn-Cohort
CUST-10227,Nancy Garcia,Home Office,West,Regular
CUST-10228,Thomas Garcia,Consumer,West,Churn-Cohort
CUST-10229,Sarah Lopez,Consumer,West,Occasional
CUST-10230,Sarah Davis,Consumer,Central,Occasional
CUST-10231,Susan Davis,Consumer,West,Regular
CUST-10232,Charles Lopez,Corporate,South,Regular
CUST-10233,Thomas Johnson,Consumer,Central,Regular
CUST-10234,Patricia Taylor,Home Office,Central,Regular
CUST-10235,David Jackson,Home Office,West,Occasional
CUST-10236,Joseph Gonzalez,Corporate,East,Regular
CUST-10237,Charles Rodriguez,Corporate,West,VIP
CUST-10238,Charles Gonzalez,Corporate,Central,Occasional
CUST-10239,Sarah Thomas,Home Office,East,Regular
CUST-10240,Charles Jones,Corporate,West,Churn-Cohort
CUST-10241,Elizabeth Williams,Home Office,Central,Churn-Cohort
CUST-10242,William Jones,Consumer,West,Churn-Cohort
CUST-10243,Susan Martin,Home Office,East,Regular
CUST-10244,Elizabeth Wilson,Corporate,East,VIP
CUST-10245,Sarah Thomas,Corporate,West,Churn-Cohort
CUST-10246,Christopher Garcia,Home Office,South,Regular
CUST-10247,John Davis,Consumer,West,Churn-Cohort
CUST-10248,Christopher Jackson,Consumer,West,Churn-Cohort
CUST-10249,Charles Johnson,Home Office,West,Churn-Cohort
CUST-10250,Mary Garcia,Corporate,West,Regular
CUST-10251,Charles Gonzalez,Home Office,East,Regular
CUST-10252,Barbara Williams,Consumer,South,Churn-Cohort
CUST-10253,Nancy Thomas,Corporate,West,Regular
CUST-10254,Elizabeth Wilson,Home Office,West,Regular
CUST-10255,Christopher Garcia,Home Office,Central,Regular
CUST-10256,Jennifer Hernandez,Corporate,East,Churn-Cohort
CUST-10257,Elizabeth Gonzalez,Corporate,West,Occasional
CUST-10258,Patricia Smith,Consumer,South,Regular
CUST-10259,Michael Martin,Consumer,West,VIP
CUST-10260,Sarah Martin,Home Office,East,Occasional
CUST-10261,Karen Taylor,Consumer,East,Churn-Cohort
CUST-10262,Sarah Jones,Home Office,East,Regular
CUST-10263,Jessica Taylor,Corporate,Central,Regular
CUST-10264,Mary Taylor,Corporate,West,Churn-Cohort
CUST-10265,Sarah Gonzalez,Corporate,East,Occasional
CUST-10266,Jessica Jones,Corporate,South,Occasional
CUST-10267,Elizabeth Williams,Corporate,South,Occasional
CUST-10268,David Miller,Consumer,East,Regular
CUST-10269,Christopher Taylor,Consumer,East,Regular
CUST-10270,Joseph Miller,Home Office,Central,Churn-Cohort
CUST-10271,Jessica Lopez,Consumer,West,Churn-Cohort
CUST-10272,Jessica Jackson,Corporate,Central,Churn-Cohort
CUST-10273,Karen Wilson,Home Office,Central,Churn-Cohort
CUST-10274,Nancy Rodriguez,Home Office,South,Regular
CUST-10275,William Wilson,Home Office,South,Regular
CUST-10276,Jennifer Lopez,Home Office,South,Occasional
CUST-10277,David Martinez,Home Office,Central,Occasional
CUST-10278,Joseph Jones,Home Office,East,Occasional
CUST-10279,Elizabeth Anderson,Home Office,West,Occasional
CUST-10280,Patricia Miller,Home Office,South,Churn-Cohort
CUST-10281,Richard Moore,Home Office,East,Regular
CUST-10282,Jennifer Gonzalez,Home Office,East,Regular
CUST-10283,Robert Jones,Corporate,South,VIP
CUST-10284,Robert Williams,Corporate,West,Regular
CUST-10285,Susan Williams,Home Office,East,VIP
CUST-10286,Joseph Gonzalez,Home Office,Central,Regular
CUST-10287,Nancy Johnson,Consumer,South,Regular
CUST-10288,Thomas Smith,Consumer,Central,Regular
CUST-10289,William Johnson,Home Office,West,Regular
CUST-10290,Nancy Garcia,Home Office,East,VIP
CUST-10291,Susan Davis,Home Office,East,VIP
CUST-10292,Jennifer Williams,Corporate,South,Churn-Cohort
CUST-10293,Susan Gonzalez,Corporate,West,Regular
CUST-10294,Charles Smith,Home Office,East,Regular
CUST-10295,Robert Moore,Corporate,Central,Regular
CUST-10296,Susan Rodriguez,Consumer,West,Occasional
CUST-10297,Thomas Gonzalez,Home Office,East,Regular
CUST-10298,David Garcia,Corporate,East,Occasional
CUST-10299,Karen Williams,Home Office,Central,VIP
CUST-10300,Richard Brown,Home Office,Central,VIP
CUST-10301,Karen Jackson,Corporate,South,Regular
CUST-10302,Joseph Jackson,Corporate,West,Regular
CUST-10303,Richard Anderson,Home Office,South,Occasional
CUST-10304,Christopher Smith,Corporate,East,Occasional
CUST-10305,David Williams,Corporate,West,Churn-Cohort
CUST-10306,Elizabeth Hernandez,Corporate,Central,Regular
CUST-10307,Charles Moore,Consumer,Central,Regular
CUST-10308,Elizabeth Martinez,Consumer,South,Occasional
CUST-10309,Richard Williams,Home Office,West,Regular
CUST-10310,Sarah Hernandez,Corporate,West,Regular
CUST-10311,Christopher Rodriguez,Consumer,West,VIP
CUST-10312,Sarah Miller,Consumer,West,VIP
CUST-10313,David Miller,Consumer,West,Churn-Cohort
CUST-10314,Elizabeth Martin,Corporate,West,Churn-Cohort
CUST-10315,Patricia Brown,Consumer,South,Occasional
CUST-10316,Nancy Smith,Home Office,East,Regular
CUST-10317,Sarah Lopez,Home Office,Central,Regular
CUST-10318,Sarah Jackson,Corporate,South,Regular
CUST-10319,Jennifer Taylor,Corporate,South,Regular
CUST-10320,Elizabeth Jackson,Consumer,East,Regular
CUST-10321,Charles Wilson,Corporate,East,Occasional
CUST-10322,Charles Lopez,Corporate,West,Occasional
CUST-10323,Thomas Brown,Home Office,South,Regular
CUST-10324,Richard Smith,Consumer,West,Churn-Cohort
CUST-10325,Joseph Jackson,Consumer,Central,Occasional
CUST-10326,Susan Martin,Corporate,West,Regular
CUST-10327,Karen Rodriguez,Consumer,Central,Occasional
CUST-10328,Sarah Martin,Corporate,Central,Regular
CUST-10329,Jennifer Thomas,Corporate,West,Regular
CUST-10330,Jessica Lopez,Corporate,South,Regular
CUST-10331,David Anderson,Consumer,West,Occasional
CUST-10332,Christopher Davis,Consumer,Central,VIP
CUST-10333,Elizabeth Moore,Corporate,South,Regular
CUST-10334,William Jones,Home Office,West,VIP
CUST-10335,Sarah Smith,Consumer,South,VIP
CUST-10336,Sarah Jones,Home Office,Central,Churn-Cohort
CUST-10337,Sarah Martinez,Corporate,East,Occasional
CUST-10338,Joseph Brown,Home Office,West,Regular
CUST-10339,Mary Miller,Corporate,South,VIP
CUST-10340,Patricia Anderson,Home Office,Central,Regular
CUST-10341,David Lopez,Corporate,Central,Regular
CUST-10342,Susan Smith,Corporate,East,Regular
CUST-10343,Susan Martin,Consumer,West,Regular
CUST-10344,Barbara Lopez,Corporate,South,Regular
CUST-10345,Thomas Williams,Corporate,Central,Occasional
CUST-10346,Thomas Jones,Consumer,Central,Occasional
CUST-10347,Jessica Martin,Home Office,South,VIP
CUST-10348,Robert Williams,Consumer,Central,Regular
CUST-10349,Elizabeth Hernandez,Corporate,Central,Occasional
CUST-10350,David Martin,Home Office,South,Regular
CUST-10351,David Anderson,Corporate,South,Churn-Cohort
CUST-10352,Jessica Garcia,Consumer,East,Occasional
CUST-10353,Michael Davis,Home Office,Central,Regular
CUST-10354,Robert Miller,Consumer,South,VIP
CUST-10355,Patricia Brown,Consumer,South,Occasional
CUST-10356,Karen Johnson,Consumer,South,VIP
CUST-10357,Charles Williams,Consumer,Central,Regular
CUST-10358,Nancy Jones,Consumer,South,Churn-Cohort
CUST-10359,Barbara Davis,Consumer,Central,Regular
CUST-10360,Thomas Jones,Consumer,West,Regular
CUST-10361,John Johnson,Home Office,Central,Occasional
CUST-10362,Richard Thomas,Corporate,Central,Regular
CUST-10363,Karen Anderson,Consumer,West,Regular
CUST-10364,Christopher Martin,Corporate,South,Churn-Cohort
CUST-10365,Charles Moore,Corporate,Central,Regular
CUST-10366,Sarah Moore,Consumer,East,Churn-Cohort
CUST-10367,Thomas Martinez,Corporate,South,Churn-Cohort
CUST-10368,David Jones,Corporate,East,Regular
CUST-10369,John Taylor,Consumer,Central,VIP
CUST-10370,Barbara Thomas,Home Office,East,Regular
CUST-10371,Sarah Thomas,Corporate,East,VIP
CUST-10372,Jessica Martinez,Home Office,West,VIP
CUST-10373,John Moore,Corporate,West,Occasional
CUST-10374,Jessica Moore,Corporate,South,VIP
CUST-10375,Elizabeth Garcia,Home Office,South,Regular
CUST-10376,Joseph Davis,Corporate,East,Churn-Cohort
CUST-10377,Jessica Davis,Home Office,Central,VIP
CUST-10378,Barbara Moore,Corporate,South,Churn-Cohort
CUST-10379,William Williams,Consumer,West,Regular
CUST-10380,Barbara Brown,Home Office,South,Regular
CUST-10381,Nancy Anderson,Corporate,South,Occasional
CUST-10382,William Hernandez,Consumer,West,Occasional
CUST-10383,Mary Moore,Consumer,West,Churn-Cohort
CUST-10384,Patricia Martinez,Corporate,West,Occasional
CUST-10385,Thomas Smith,Consumer,East,Churn-Cohort
CUST-10386,Michael Smith,Corporate,West,Regular
CUST-10387,Richard Wilson,Corporate,South,Regular
CUST-10388,Susan Anderson,Home Office,East,Occasional
CUST-10389,Richard Williams,Consumer,East,Churn-Cohort
CUST-10390,David Gonzalez,Consumer,South,Churn-Cohort
CUST-10391,Jennifer Miller,Corporate,South,Regular
CUST-10392,John Brown,Home Office,West,Regular
CUST-10393,Joseph Anderson,Consumer,East,Occasional
CUST-10394,William Anderson,Home Office,East,Regular
CUST-10395,Charles Miller,Corporate,South,Churn-Cohort
CUST-10396,Barbara Hernandez,Consumer,East,Churn-Cohort
CUST-10397,Karen Taylor,Consumer,Central,Regular
CUST-10398,Sarah Martinez,Consumer,Central,Occasional
CUST-10399,Mary Miller,Consumer,West,Occasional
CUST-10400,Jessica Hernandez,Consumer,West,Regular
CUST-10401,David Jackson,Consumer,South,Churn-Cohort
CUST-10402,Elizabeth Smith,Consumer,South,Regular
CUST-10403,Nancy Jones,Corporate,East,Churn-Cohort
CUST-10404,Elizabeth Garcia,Corporate,East,Regular
CUST-10405,Nancy Hernandez,Home Office,East,Churn-Cohort
CUST-10406,Mary Lopez,Home Office,West,Regular
CUST-10407,Karen Brown,Consumer,South,VIP
CUST-10408,Elizabeth Hernandez,Home Office,Central,Churn-Cohort
CUST-10409,Thomas Miller,Consumer,South,VIP
CUST-10410,Susan Jones,Corporate,East,Regular
CUST-10411,Sarah Anderson,Home Office,Central,Churn-Cohort
CUST-10412,Karen Thomas,Consumer,West,Churn-Cohort
CUST-10413,Karen Lopez,Corporate,South,Regular
CUST-10414,David Martin,Home Office,West,Occasional
CUST-10415,Robert Taylor,Consumer,South,Regular
CUST-10416,Barbara Rodriguez,Home Office,Central,Regular
CUST-10417,Thomas Smith,Home Office,South,Regular
CUST-10418,Jennifer Smith,Home Office,Central,Occasional
CUST-10419,Nancy Davis,Corporate,East,Occasional
CUST-10420,Karen Gonzalez,Consumer,South,Occasional
CUST-10421,Karen Jones,Home Office,Central,Occasional
CUST-10422,Richard Wilson,Home Office,Central,VIP
CUST-10423,Patricia Brown,Home Office,East,Regular
CUST-10424,Mary Jones,Consumer,East,VIP
CUST-10425,William Brown,Corporate,West,Regular
CUST-10426,Patricia Johnson,Home Office,South,Regular
CUST-10427,Sarah Taylor,Home Office,Central,Churn-Cohort
CUST-10428,Mary Lopez,Consumer,East,Regular
CUST-10429,John Miller,Home Office,South,Regular
CUST-10430,Robert Anderson,Home Office,East,Regular
CUST-10431,Susan Moore,Home Office,South,Occasional
CUST-10432,Susan Johnson,Home Office,Central,Occasional
CUST-10433,Charles Johnson,Home Office,East,Regular
CUST-10434,Barbara Williams,Consumer,East,VIP
CUST-10435,Patricia Davis,Home Office,South,Occasional
CUST-10436,William Miller,Home Office,West,VIP
CUST-10437,Christopher Garcia,Home Office,South,Churn-Cohort
CUST-10438,Patricia Jackson,Corporate,South,Occasional
CUST-10439,Jessica Brown,Consumer,West,VIP
CUST-10440,Karen Gonzalez,Home Office,Central,VIP
CUST-10441,Jennifer Moore,Home Office,South,Churn-Cohort
CUST-10442,Susan Hernandez,Home Office,Central,Regular
CUST-10443,Susan Wilson,Home Office,South,Regular
CUST-10444,Richard Martin,Consumer,West,Churn-Cohort
CUST-10445,Joseph Moore,Home Office,Central,Churn-Cohort
CUST-10446,Susan Anderson,Corporate,South,Churn-Cohort
CUST-10447,John Johnson,Corporate,East,Occasional
CUST-10448,Charles Jones,Corporate,East,Regular
CUST-10449,Barbara Davis,Consumer,Central,VIP
CUST-10450,John Rodriguez,Home Office,West,Occasional
CUST-10451,Patricia Johnson,Corporate,Central,Regular
CUST-10452,Michael Jones,Corporate,Central,Regular
CUST-10453,Christopher Davis,Consumer,Central,Churn-Cohort
CUST-10454,Barbara Williams,Home Office,South,Regular
CUST-10455,Christopher Miller,Home Office,East,Regular
CUST-10456,Richard Thomas,Consumer,South,VIP
CUST-10457,Christopher Brown,Home Office,Central,Regular
CUST-10458,Mary Jackson,Corporate,East,VIP
CUST-10459,Mary Hernandez,Corporate,South,Regular
CUST-10460,Jessica Brown,Consumer,East,Regular
CUST-10461,Joseph Johnson,Corporate,East,Occasional
CUST-10462,Richard Moore,Home Office,West,Occasional
CUST-10463,Richard Taylor,Home Office,West,Regular
CUST-10464,Michael Johnson,Home Office,South,Churn-Cohort
CUST-10465,Thomas Martin,Home Office,East,Regular
CUST-10466,Elizabeth Wilson,Corporate,South,Regular
CUST-10467,Michael Jones,Corporate,East,Churn-Cohort
CUST-10468,Sarah Jackson,Home Office,East,Regular
CUST-10469,Karen Gonzalez,Corporate,East,Churn-Cohort
CUST-10470,Joseph Taylor,Corporate,West,VIP
CUST-10471,Michael Thomas,Home Office,West,Churn-Cohort
CUST-10472,Sarah Gonzalez,Home Office,West,VIP
CUST-10473,Karen Martin,Home Office,West,Churn-Cohort
CUST-10474,Elizabeth Williams,Corporate,South,Regular
CUST-10475,Richard Jackson,Consumer,East,Churn-Cohort
CUST-10476,Jessica Wilson,Corporate,Central,VIP
CUST-10477,William Hernandez,Corporate,East,Regular
CUST-10478,Barbara Garcia,Corporate,South,Churn-Cohort
CUST-10479,Nancy Jones,Corporate,East,Regular
CUST-10480,Elizabeth Miller,Home Office,Central,Occasional
CUST-10481,Michael Williams,Consumer,East,Occasional
CUST-10482,Elizabeth Martin,Consumer,Central,Regular
CUST-10483,John Hernandez,Home Office,East,Occasional
CUST-10484,Barbara Anderson,Corporate,East,Regular
CUST-10485,Richard Miller,Home Office,West,Churn-Cohort
CUST-10486,William Moore,Home Office,Central,VIP
CUST-10487,Karen Thomas,Home Office,West,Regular
CUST-10488,John Gonzalez,Home Office,East,Churn-Cohort
CUST-10489,David Garcia,Consumer,Central,Churn-Cohort
CUST-10490,William Martin,Corporate,East,Regular
CUST-10491,Thomas Smith,Consumer,South,Occasional
CUST-10492,David Lopez,Consumer,East,Regular
CUST-10493,Barbara Gonzalez,Consumer,South,Regular
CUST-10494,Charles Brown,Corporate,South,Regular
CUST-10495,Nancy Moore,Consumer,West,Regular
CUST-10496,William Taylor,Corporate,East,Regular
CUST-10497,Mary Davis,Home Office,Central,VIP
CUST-10498,Richard Thomas,Corporate,West,Churn-Cohort
CUST-10499,John Lopez,Home Office,Central,Churn-Cohort
CUST-10500,Susan Martinez,Consumer,Central,Occasional
CUST-10501,Mary Rodriguez,Corporate,East,Regular
CUST-10502,Karen Rodriguez,Consumer,West,Regular
CUST-10503,Richard Gonzalez,Home Office,West,Churn-Cohort
